mine_id,contract_id,incident_activity,incident_category,incident_day,incident_description,incident_description2,incident_month,incident_state,incident_type,incident_year,operator_contractor,underground_location,underground_method
200024,,Walking/running,Slip or fall of person (from an elevation or on the same level),16,A TIRE REPAIR EMPLOYEE WAS STEPPING ON A HYDRAULIC CYLINDER ON A TIRE MACHINE AND SLIPPED BACKWARD HITTING THEIR HEAD ON THE CONCRETE FLOOR. THE EMPLOYEE WAS WEARING A HARD HAT AT THE TIME.,,October,Arizona,Fall to the walkway or working surface,2020,Operator,Not labeled,Unknown
200024,,Ride equipment,Powered haulage,28,A HAULAGE TRAINEE STATED THEY WERE INJURED WHILE ON A RIDE ALONG ON 10/28/2020. EMPLOYEE DIDN'T REPORT INJURY AT THE TIME. THEY WAITED TWO SHIFTS AND WERE SEEN AT THE CLINIC ON 11/4/2020. EMPLOYEE STATES THE HT OPERATOR PRESSED ON THE BRAKES HARD AND,THEY FELT PAIN IN THEIR NECK.,October,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200024,,Machine maint./repair,Handling material,1,"AN EMPLOYEE WAS REACHING UP AND ATTEMPTED TO REMOVE A HOSE FROM THE POWER STEERING TANK, WHEN THEY FELT A POP IN THEIR RIGHT SHOULDER.",,November,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200024,,Crawling/kneeling,Other (not 1-20),2,"WHILE WORKING ON THE CENTERLINE, A TAILINGS OPERATIONS TRAINEE KNELT DOWN ON THE PLATFORM TO SPRAY OUT A CYCLONE AND FELT A SHARP PAIN IN THEIR RIGHT KNEE.",,November,Arizona,Bodily reaction NEC,2020,Operator,Not labeled,Unknown
200024,,Moving equipment,Nonpowered haulage,3,"ON 11/03/2020 A UTILITY CREW LABORER WAS MOVING A WHEELBARROW WITH MATERIAL IN IT WHEN THEY STEPPED ON A ROCK THEY DIDN'T SEE, AND THEIR LEG SLIPPED CAUSING THE WHEELBARROW TO PULL THEM FORWARD. THE JOB WAS COMPLETED, AND THE EMPLOYEE LEFT FOR THE DA",Y. THE EMPLOYEE WOKE UP ON 11/04/2020 WITH MORE PAIN IN THEIR LOWER BACK AND REPORTED IT TO A SUPERVISOR WHO TOOK THEM TO THE CLINIC.,November,Arizona,Over-exertion in pulling or pushing objects,2020,Operator,Not labeled,Unknown
200024,F325,Hand tools (not powered),Handtools,3,"EMPLOYEE WAS WORKING ON A SUMP PUMP BY THE SUPERVISOR'S OFFICE BY WEST REPAIR BAYS, EE WAS TRYING TO MAKE A GAP BETWEEN THE FITTING AND PUMP TANK.  EMPLOYEE COULD NOT GET PRY BAR IN THE SPACE AND DECIDED TO USE A POCKET KNIFE TO WEDGE IN THERE TO HEL","P MAKE THE SPACE FOR THE PRY BAR.   EE'S RIGHT HAND SLIPPED FORWARD, EE CUT RIGHT THUMB THAT REQUIRED STITCHES.",November,Arizona,Struck against stationary object,2020,Contractor,Not labeled,Unknown
200024,,"Handling supplies or material, load and unload",Handling material,5,AN ELECTRICAL EMPLOYEE WAS PERFORMING CLEAN UP OUTSIDE THE ELECTRICAL SHOP WHEN EE WENT TO LIFT A BAG OF TRASH FROM A TRASH CAN.  THE EMPLOYEE FELT A PAIN/DISCOMFORT IN THE LOWER ABDOMINAL REGION.,,November,Arizona,Over-exertion in lifting objects,2020,Operator,Not labeled,Unknown
200024,Y12,"Handling supplies or material, load and unload",Handling material,6,EE STRAINED LOWER BACK WHILE PUSHING AND PULLING ON INNER TUBE WHILE EXTRACTING CORE SAMPLE.,,November,Arizona,Over-exertion in pulling or pushing objects,2020,Contractor,Not labeled,Unknown
200024,,"Idle (eat lunch, coffee break, etc.)",Machinery,8,THE DIPPER OF #39 SHOVEL STRUCK THE TRUCK BED OF HT633 WHILE IN THE PROCESS OF BEING LOADED. THE EMPLOYEE STATED THEY HAD NECK PAIN.,,November,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200024,,Hand load; hand shoveling/mucking,Handling material,10,EMPLOYEE WAS SHOVELING GREASE AROUND A SHORTHEAD CRUSHER WHEN THEY TWISTED TO THE LEFT AND FELT PAIN IN THEIR LOWER BACK. THEY CONTINUED WORKING UNTIL A COUPLE HOURS LATER WHEN THE PAIN GOT SIGNIFICANTLY WORSE WHILE DESCENDING STAIRS.,,November,Arizona,Over-exertion in lifting objects,2020,Operator,Not labeled,Unknown
200024,,Machine maint./repair,Exploding vessels under pressure,12,"WHILE ADJUSTING THE HEIGHT OF THE PULLEY THE EMPLOYEE STEPPED BACK AND THEIR KNEE RESTED ON A AIR LINE, DUE TO SEVERE CORROSION THE LINE BROKE CAUSING AIR AND DEBRIS TO HIT THE EMPLOYEE IN THE FACE CAUSING EYE IRRITATION.",,November,Arizona,Struck by flying object,2020,Operator,Not labeled,Unknown
200024,,Machine maint./repair,Slip or fall of person (from an elevation or on the same level),12,A LINE CREW EMPLOYEE WAS STANDING ON A 4 FOOT PILE OF LOOSE MATERIAL ALIGNING POLE FOR A POWER LINE EXTENSION. WHILE CLIMBING DOWN THE EMPLOYEE FELT DISCOMFORT AND A POP IN THEIR KNEE.,,November,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200024,,Machine maint./repair,Handling material,12,"EMPLOYEE WAS CLEANING THE BAND SAW UNDER THE TABLE, WHEN THEY WERE REPLACING THE TABLE THEY PINCHED THEIR RIGHT 5TH DIGIT FRACTURING IT.",,November,Arizona,Caught in-under-between NEC,2020,Operator,Not labeled,Unknown
200024,,"Handling supplies or material, load and unload",Handling material,16,"AN EMPLOYEE WAS ATTEMPTING TO EMPTY A HOPPER, THE HANDLE JERKED CLOSED, AND THE EMPLOYEE FRACTURED THEIR LEFT THUMB ON THE RUBBER STOPPER MOUNTED ON THE HOPPER BOWL.",,November,Arizona,Struck against stationary object,2020,Operator,Not labeled,Unknown
200024,Q37,"Get on or off equip. machines, etc.",Slip or fall of person (from an elevation or on the same level),22,,,November,Arizona,"Fall from machine,vehicle, or equipment",2020,Contractor,Not labeled,Unknown
200024,F325,Machine maint./repair,Machinery,23,"SPOOL PIECE WAS TO BE INSTALLED ON PUMP. IT WAS RIGGED WITH A SLING AND A SHACKLE, GOING AROUND THE PIPE ONCE.  THE SPOOL PIECE WAS LIFTED INTO PLACE, THE FLANGES WERE AN 18"" ON ONE END AND A 10"" FLANGE ON THE OTHER, THE WEIGHT SHIFTED ON THE LOAD PI","NNING ONE OF THE CREW MEMBERS RIGHT HAND BETWEEN THE SLING AND THE 10"" FLANGE.",November,Arizona,Caught in-under-between a moving and stationary object,2020,Contractor,Not labeled,Unknown
200024,,Hand tools (not powered),Slip or fall of person (from an elevation or on the same level),28,"A DIAGNOSTIC DIESEL EMPLOYEE WAS STANDING ON A LADDER ATTEMPTING TO CUT A ZIP TIE FROM ABOVE THE ENGINE OIL FILTER MANIFOLD ON THE 528 HAUL TRUCK. THE EMPLOYEE SLIPPED, LOST THEIR BALANCE, AND ATTEMPTED TO CATCH SELF. AS EE WAS FALLING FORWARD, EE'S",RIGHT INDEX FINGER MADE CONTACT WITH THE RAZOR KNIFE EE WAS USING AND SLICED EE'S FINGER OPEN.,November,Arizona,Fall onto or against objects,2020,Operator,Not labeled,Unknown
200024,Q37,"Handling supplies or material, load and unload",Handling material,2,,,December,Arizona,Over-exertion in lifting objects,2020,Contractor,Not labeled,Unknown
200024,,Walking/running,Slip or fall of person (from an elevation or on the same level),5,"EMPLOYEE WAS WALKING OUT TO THE DUMP, WHEN THEIR COVERALLS GOT CAUGHT ON A DRIP SINGLE CAUSING THEM TO FALL FORWARD AND LAND ON THEIR RIGHT WRIST.",,December,Arizona,Fall to the walkway or working surface,2020,Operator,Not labeled,Unknown
200024,,Machine maint./repair,Handling material,9,MAINTENANCE MECHANIC WITH THE MOLY/FILTER DEPARTMENT WAS WORKING ON PUMP 4411 AT THE CON THICKENERS.  THE MECHANIC WAS ROLLING THE V-BELTS BACK ON BY PULLING ON THE BELTS AND THE SHEAVE.  WHILE IN THE PROCESS OF DOING THIS THE MECHANIC FELT A POP AND,HAD PAIN IN THEIR LEFT SHOULDER.,December,Arizona,Over-exertion in pulling or pushing objects,2020,Operator,Not labeled,Unknown
200024,,"Idle (eat lunch, coffee break, etc.)",Handling material,11,"EMPLOYEE WAS STANDING AT THE MAN VAN, WITH THEIR HAND IN THE DOOR FRAME WHEN ANOTHER EMPLOYEE SLID THE DOOR CLOSED CATCHING THE EMPLOYEE'S FINGER CAUSING THEM TO NEED SUTURES.",,December,Arizona,Caught in-under-between a moving and stationary object,2020,Operator,Not labeled,Unknown
200024,,Unknown,Fire,13,SMOKE WAS OBSERVED AT THE 23/25 BARGE PUMP AREA SOUTHWEST OF SX. THE PUMP'S WATER LEVEL WAS LOW AND RAN DRY CAUSING THE PUMP TO OVERHEAT AND CATCH FIRE. THE FIRE DEPARTMENT WAS CONTACTED TO EXTINGUISH THE FIRE.,,December,Arizona,Accident type without injuries,2020,Operator,Not labeled,Unknown
200024,,"Get on or off equip. machines, etc.",Slip or fall of person (from an elevation or on the same level),14,"A DIESEL REPAIR EMPLOYEE WAS DOING A PRE-PM ON THE 637 HAUL TRUCK (BAY 18 HDTS), WHEN COMING DOWN THE BOARDING LADDER TO PRIME THE FUEL FILTER, THE EMPLOYEE MISSTEPPED INJURING LEFT ANKLE.",,December,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200024,,Machine maint./repair,Handling material,15,A MECHANIC APPRENTICE WAS CARRYING A BELT TENSIONER PULLEY AND FELT A TWINGE IN THEIR BACK WHEN ADJUSTING THE WEIGHT TO THEIR OTHER ARM.,,December,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200024,,"Handling supplies or material, load and unload",Handling material,15,"EMPLOYEE WAS OPENING A MAN VAN DOOR AND FELT A PULL IN THEIR SHOULDER. EMPLOYEE REPORTED INJURY LATE, AND INCIDENT HAS BEEN UNDER INVESTIGATION.",,December,Arizona,Over-exertion in pulling or pushing objects,2020,Operator,Not labeled,Unknown
200024,,Inspect equipment,Slip or fall of person (from an elevation or on the same level),16,EMPLOYEE WAS PERFORMING A PRE-SHIFT INSPECTION ON LV814B WHEN THEY TURNED AND TWISTED THEIR RIGHT ANKLE.,,December,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200024,,Walking/running,Slip or fall of person (from an elevation or on the same level),17,"EMPLOYEE LOST THEIR RADIO ON THE STOCKPILE AND WAS WALKING BACK FROM FINDING IT, WHEN THEY TRIPPED AND TWISTED THEIR RIGHT KNEE.",,December,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200024,,Walking/running,Slip or fall of person (from an elevation or on the same level),18,"HAUL TRUCK DRIVER TOOK A BREAK AT THE DISPATCH Q-POINT.  AS EMPLOYEE WALKED IN FRONT OF CAB, THE PANEL ACCESS DOOR OPENED CAUSING EMPLOYEE TO TRIP.  EMPLOYEE GRABBED THE RAIL WITH THEIR LEFT ARM TO TRY AND KEEP FROM FALLING.  EMPLOYEE HEARD A 'POP' I",N THEIR SHOULDER AND FELL DOWNWARD ONTO THEIR WRIST.,December,Arizona,Fall to the walkway or working surface,2020,Operator,Not labeled,Unknown
200024,,Hand tools (not powered),Handtools,18,SHIFT MECHANIC WAS USING A DEAD BLOW HAMMER WITH TWO HANDS WHILE TRYING TO PUT PINS BACK IN THE TORQUE LIMITER ON BALL MILL #1 AT METCALF CONCENTRATOR. WHILE DOING SO THE MECHANIC'S RIGHT HAND WAS STRUCK BETWEEN THE PIN AND HAMMER CAUSING A MINOR LAC,ERATION AND EXTREME PAIN IN THE RIGHT THUMB. THE EMPLOYEE FRACTURED THEIR THUMB.,December,Arizona,Caught in-under-between a moving and stationary object,2020,Operator,Not labeled,Unknown
200024,,"Idle (eat lunch, coffee break, etc.)",Machinery,20,OPERATOR OF HT 597 STATED THEY RECEIVED A ROUGH LOAD AT THE 40 SHOVEL CAUSING BACK PAIN.,,December,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200024,,Walking/running,Slip or fall of person (from an elevation or on the same level),29,"AN EMPLOYEE WAS WALKING ON A SLOPE TO THE EAST SIDE CENTERLINE DAM AND BEGAN TO SINK UP TO THEIR KNEES. AS EMPLOYEE PULLED THEMSELVES UP, THEY FELT PAIN IN THEIR LEFT HIP.",,December,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200024,,Mantrip,Powered haulage,30,"EMPLOYEE WAS LEAVING IN THE MAN VAN AFTER NIGHT SHIFT AND STATED THEY WERE BOUNCED AROUND CONSIDERABLY CAUSING PAIN IN LOWER BACK, HIPS, KNEE, AND NECK.",,December,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200024,,Hand tools (not powered),Handtools,30,"EMPLOYEE WAS STANDING TRACK UP USING A CLAW TOOL, WHEN THE TOOL SLIPPED AND A RAIL BOUNCED STRIKING THE EMPLOYEE IN THE FACE.",,December,Arizona,Struck by NEC,2020,Operator,Not labeled,Unknown
200137,,Machine maint./repair,Handling material,1,"WHILE REPLACING BROKEN MIRROR ON HAUL TRUCK, EMPLOYEE APPLIED NEEDED FORCE TO REMOVE MIRROR AND FELT LIKE EE PULLED A MUSCLE IN EE'S BACK",,January,Arizona,Over-exertion in pulling or pushing objects,2020,Operator,Not labeled,Unknown
200137,,Hand tools (not powered),Handtools,16,"WHILE CLEANING UP SOME CALCIFIED LIME BUILD UP, EMPLOYEE ATTEMPTED TO JUMP ON THE SHOVEL TO BETTER BREAK THROUGH THE BUILD UP, HITTING HEAD ON A PIPE CAUSING EE'S NECK TO JAR.",,January,Arizona,Struck against stationary object,2020,Operator,Not labeled,Unknown
200137,,Machine maint./repair,Handtools,21,"WHILE HELPING TO STAGE DOZER TRACKS BY STRAIGHTENING THEM OUT, EMPLOYEE ATTEMPTED TO STRAIGHTEN THE TRACK OUT BY STRIKING IT WITH A TRACK PIN.  AFTER STRIKING IT THREE TIMES, A SMALL PIECE OF METAL SHEARED OFF THE TRACK PIN AND EMBEDDED IN THE EMPLOY",EE'S RIGHT KNEE,January,Arizona,Struck by flying object,2020,Operator,Not labeled,Unknown
200137,,Walking/running,Slip or fall of person (from an elevation or on the same level),29,"WHILE ASCENDING THE STEPS TO THE LARAOX, EMPLOYEE'S LEFT FOOT SLIPPED CAUSING THEM TO FALL FORWARD STRIKING LEFT KNEE ON THE GRATING OF THE STAIRS.",,January,Arizona,Fall onto or against objects,2020,Operator,Not labeled,Unknown
200137,,Machine maint./repair,Slip or fall of person (from an elevation or on the same level),1,"WHILE CHANGING SHOVEL TEETH ON SHOVEL 10, EMPLOYEE WAS CLEANING THE NEW TEETH FOR INSTALL WHEN EE LOST FOOTING AND FELL ON SOME ROCKS, TWISTING KNEE.",,February,Arizona,Fall to the walkway or working surface,2020,Operator,Not labeled,Unknown
200137,,"Get on or off equip. machines, etc.",Handling material,13,"WHILE DESCENDING HAUL TRUCK BOARDING LADDER, EMPLOYEE JAMMED LEFT KNEE AGAINST ONE OF THE UPRIGHTS ON THE HANDRAIL CAUSING KNEE PAIN.  EMPLOYEE WORKED 2/14, 2/15 AND WAS OFF ON 2/16 AND THEN WORKED AGAIN ON NIGHT SHIFT 2/17, EMPLOYEE WENT TO CLINIC O",N 2/18 AND IT WAS REPORTED AS A WORKPLACE INJURY.,February,Arizona,Struck against stationary object,2020,Operator,Not labeled,Unknown
200137,,Walking/running,Slip or fall of person (from an elevation or on the same level),27,"WHILE WALKING UP THE ENGINEERING SERVICES NORTH DOOR STAIRS, EMPLOYEE HOOKED A TOE AND FELL FORWARD HITTING SHIN ON THE EDGE OF THE UPPER STEP",,February,Arizona,Fall onto or against objects,2020,Operator,Not labeled,Unknown
200137,,Working w/chemicals,Handling material,11,"WHILE MIXING WEAR GUARD, SOME OF THE ACTIVATOR PORTION OF THE 2-PART MIXTURE GOT ONTO EMPLOYEE'S HARDHAT AND DRIPPED INTO EMPLOYEE'S EYE BEHIND THE SAFETY GLASSES",,March,Arizona,Absorption of various noxious substances,2020,Operator,Not labeled,Unknown
200137,,Machine maint./repair,Other (not 1-20),1,"WHILE CHANGING THE CELL LEVELS BY REPLACING THE LEVEL WEIRS IN THE CELLS, EMPLOYEE BENT OVER TO REPLACE A CELL LEVEL WEIR STICK AND FELT PAIN IN  MID/LOWER BACK",,April,Arizona,Bodily reaction NEC,2020,Operator,Not labeled,Unknown
200137,,"Handling supplies or material, load and unload",Handling material,7,"EMPLOYEE HAD MOVED A PORTABLE BROWN HOUSE FROM ONE PATTERN TO ANOTHER ON THE EAST 1 AND WHILE DISCONNECTING IT, EMPLOYEE LIFTED THE TRAILER WITH LEFT HAND OFF THE HITCH OF THE TRUCK AND FELT A TWINGE IN LEFT ELBOW AND BICEP AREA.",,April,Arizona,Over-exertion in lifting objects,2020,Operator,Not labeled,Unknown
200137,,Bulldozer,Machinery,14,"WHILE OPERATING D10-23 ON THE IOS MILL STOCKPILE, IT TRACKED BACKWARDS OVER A SMALL WINDROW CAUSING THE EMPLOYEE TO FEEL A SHARP PAIN IN THE RIGHT HIP.",,April,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Walking/running,Slip or fall of person (from an elevation or on the same level),24,"WHILE WALKING, EMPLOYEE ROLLED AN ANKLE ON UNEVEN GROUND CAUSING PAIN. THE EMPLOYEE REPORTED THE INJURY TO A SUPERVISOR AN HOUR LATER AND REFUSED MEDICAL TREATMENT AND CONTINUE TO WORK FOR THE REST OF THE SHIFT AND THE NEXT SCHEDULED SHIFT.  EMPLOYEE",REPORTED AFTER WORKING THOSE SHIFTS THAT THE ANKLE WAS STILL VERY SWOLLEN AND SORE. EMPLOYEE WENT IN TO THE CLINIC ON 4/27/20,April,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200137,,Welding and cutting,Machinery,29,"WHILE WELDING ON A TRUCK FENDER, EMPLOYEE LIFTED WELDING HOOD WITH SAFETY GLASSES ON TO INSPECT THE AREA THEY WERE WELDING.  THE WELDING ELECTRODE INADVERTENTLY ARCED AND THAT IS WHEN THEY FELT DEBRIS ENTER AN EYE",,April,Arizona,Struck by flying object,2020,Operator,Not labeled,Unknown
200137,,"Get on or off equip. machines, etc.",Other (not 1-20),6,"EMPLOYEE WAS DOING A PRE-SHIFT ON GRADER. WHILE CHECKING THE ENGINE OIL, THEY GRABBED THE MOUNTING BRACKET, PUT A FOOT ON THE STEP, THEN GRABBED THE OTHER MOUNTING BRACKET, SLIGHTLY TWISTED MOTION PULLED A RIGHT LOWER BACK MUSCLE.",,June,Arizona,Bodily reaction NEC,2020,Operator,Not labeled,Unknown
200137,,Office and lab work,Other (not 1-20),8,EMPLOYEE STATED EE FELT PAIN IN THE NECK AREA STARTING AT 11 AM ON 6/8/2020. EMPLOYEE BELIEVES THE PAIN WAS CAUSED BY SITTING AT THE TRUCK DESK FOR LONG PERIODS OF TIME. EMPLOYEE CALLED SUPERVISOR ON 6/10/2020 AND STATED WAS GOING TO THE CLINIC FOR T,REATMENT.,June,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200137,,"Handling supplies or material, load and unload",Handling material,8,WHILE WORKING AT THE TRUCK DESK AT THE SECURITY GATE EMPLOYEE FELT PAIN IN EE'S NECK.,,June,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200137,,"Handling supplies or material, load and unload",Handling material,15,EE WAS CHANGING OUT THE PETRON BARREL UNDER GRIND LINE 3. THE BARREL EE WAS CHANGING OUT WAS HALF FULL OF PETRON. TO REPLACE THE BARREL EE PUT THE LID ON EXISTING BARREL AND TRIED TO ROLL IT OUT OF THE WAY. DURING THIS PROCESS THE BARREL SLIPPED AND,CAUGHT EE'S RING FINGER ON THE LEFT HAND AND PINCHED IT AGAINST THE BACK WALL.,June,Arizona,Caught in-under-between a moving and stationary object,2020,Operator,Not labeled,Unknown
200137,,Bulldozer,Machinery,22,OPERATOR BACKED OVER A BOULDER IN D-10-25 AND JARRED SELF WHEN IT HIT THE GROUND HURTING EE'S SHOULDER.,,June,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Bulldozer,Machinery,22,OPERATOR LET THE CLUTCH OUT ON BLADE 18 AND IT LUNGED FORWARD WHIP LASHING EE HURTING EE'S BACK.,,June,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Haulage truck,Powered haulage,28,"AT APPROXIMATELY 6:35PM THE OPERATOR OF HT152 WAS GETTING LOADED AT SH23, DURING THE BACKING UP PROCESS THE OPERATOR OF HT152 CAME IN CONTACT WITH THE DIPPER OF SH23 CAUSING THE DIPPER TO TRIP RELEASING THE MATERIAL INTO THE BACK OF THE TRUCK.  INCID",ENT IS UNDER FURTHER INVESTIGATION.,June,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Machine maint./repair,Handtools,25,"EMPLOYEE & PARTNER WERE IN THE PROCESS OF SEPARATING THE MOTOR & GEARBOX OF #2 FLOCCULENT DELIVERY PUMP WITH A COME ALONG TO PULL THEM APART. EMPLOYEE WAS WAITING FOR PARTNER TO RETURN, LOOKING TOWARD THE TRUCK WHEN THE MOTOR & GEARBOX SUDDENLY SEPAR","ATED UNDER THE PRESSURE OF THE COME ALONG, THE CHAIN OF THE COME ALONG CAUGHT EMPLOYEE'S HAND & SMASHED IT AGAINST A NEARBY PIPE.",July,Arizona,Caught in-under-between a moving and stationary object,2020,Operator,Not labeled,Unknown
200137,,Walking/running,Slip or fall of person (from an elevation or on the same level),26,"EMPLOYEE WAS CHECKING AT THE A-TRAIN TAILS SAMPLER, WHEN EE WENT TO LEAVE EE MIS-JUDGED THE LAST STEP. EMPLOYEE SLIPPED AND FELL TWISTING EE'S LEFT LEG, CAUSING EE TO FALL.",,July,Arizona,Fall down stairs,2020,Operator,Not labeled,Unknown
200137,,Walking/running,Slip or fall of person (from an elevation or on the same level),30,EMPLOYEE WENT OVER THE DISCHARGE LINE AND TWISTED RIGHT KNEE.,,July,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200137,,Haulage truck,Disorders associated with repeated trauma,2,"EMPLOYEE TOLD THE SUPERVISOR WAS EXPERIENCING PAIN IN THE RIGHT HAND. ACCORDING TO THE EMPLOYEE, HAS BEEN EXPERIENCING THE PAIN FOR A LONG TIME. EMPLOYEE REQUESTED MEDICAL TREATMENT UPON RETURNING TO WORK ON SUNDAY, 8/2/2020, AND WAS TAKEN TO THE CLI",NIC.,August,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200137,,Welding and cutting,Machinery,4,EMPLOYEE ASSISTED IN THE WELDING REPAIR ON 8/4 AT 16:30 - THE NEXT DAY EMPLOYEE REPORTED TO THE SUPERVISOR OF THE POSSIBILITY OF A FLASH BURN TO EE'S EYE.,,August,Arizona,Flash burns (welding),2020,Operator,Not labeled,Unknown
200137,,"Idle (eat lunch, coffee break, etc.)",Machinery,17,"EMPLOYEE REPORTED THAT WHILE BEING LOADED BY SHOVEL, THE SHOVEL HAD A SWING DIVIDER FAILURE CAUSING THE BUCKET TO HIT THE BED OF THE HAUL TRUCK.",,August,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Machine maint./repair,Occupational skin diseases or disorders,20,EMPLOYEE REPORTED THAT WHILE WORKING ON A PUMP THEY PUT ON RUBBER BOOTS AND FELT A BURNING SENSATION ON LEGS AND FEET,,August,Arizona,Absorption of various noxious substances,2020,Operator,Not labeled,Unknown
200137,,"Idle (eat lunch, coffee break, etc.)",Powered haulage,21,WHILE BEING LOADED AT THE LOADER AND THE KNUCKLES ON THE BUCKET HIT THE TOP SIDE OF THE HAUL TRUCK.  EMPLOYEE DID NOT FEEL LIKE THEY NEEDED MEDICAL ATTENTION AT THAT TIME.  ON 8/23 EMPLOYEE COMPLAINED THAT THEIR BACK WAS WORSE AND EMPLOYEE WAS TAKEN,TO THE CLINIC THE MORNING OF 8/24/20.,August,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Surface equipment NEC,Slip or fall of person (from an elevation or on the same level),3,EMPLOYEE LOST BALANCE AND EE'S BODY TWISTED SLIGHTLY CAUSING A SHARP PAIN IN EE'S RIGHT SIDE MIDDLE BACK AREA.,,September,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200137,,Walking/running,Other (not 1-20),10,REPORTING EMPLOYEE STATED THE INVOLVED EMPLOYEE MENTIONED THEY WERE HAVING BACK PAIN AT THE BEGINNING OF THE SHIFT STARTING AT 6:00 PM.,,September,Arizona,Bodily reaction NEC,2020,Operator,Not labeled,Unknown
200137,,Observe operations,Machinery,14,EMPLOYEE EXPERIENCED RIGHT LUMBAR STRAIN AFTER DIPPER MADE CONTACT WITH HT.,,September,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Hand tools (not powered),Handtools,8,EMPLOYEE CUT LEFT THUMB WHILE CUTTING OFF TWIST-TIE FROM TOOLS.,,October,Arizona,Struck by NEC,2020,Operator,Not labeled,Unknown
200137,X512,"Handling supplies or material, load and unload",Handling material,20,"SMALL FEED END SHELL LINER ROLLED INTO OPENING ON ROLLERS AND STARTED TO FALL. EMPLOYEE PUT ARM/HAND UNDER TO ATTEMPT TO PUSH IT BACK UP. LINER FELL COMPLETELY OFF STRIKING EMPLOYEES ARM BETWEEN LINER AND ROLLER BEAM BELOW, BREAKING EE'S ARM.",,October,Arizona,Struck by falling object,2020,Contractor,Not labeled,Unknown
200137,,Walking/running,Slip or fall of person (from an elevation or on the same level),22,"EMPLOYEE FELT ""POP"" IN THEIR KNEE WHILE WALKING UP TO THE GRIND FLOOR.",,October,Arizona,Over-exertion NEC,2020,Operator,Not labeled,Unknown
200137,,Walking/running,Slip or fall of person (from an elevation or on the same level),12,EMPLOYEE SLIPPED WHILE DESCENDING STAIRS AND TWISTED RIGHT ANKLE.,,December,Arizona,Fall down stairs,2020,Operator,Not labeled,Unknown
200137,,"Idle (eat lunch, coffee break, etc.)",Machinery,17,SHOVEL OPERATOR TRIPPED THE DIPPER NEAR THE DOVE TAIL RESULTING IN ROUGH LOADING. HAUL TRUCK OPERATOR FELT SOME PAIN IN THEIR BACK.,,December,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Haulage truck,Powered haulage,20,HAUL TRUCK OPERATOR BACKED UP TO BERM TO DUMP LOAD.  THE BED WOULD NOT COME UP DUE BEING LOADED HEAVY ON THE CANOPY OF THE TRUCK BED.,,December,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200137,,Haulage truck,Powered haulage,22,"ON THE ABOVE DATE AND TIME TRAINEE AND TRAINER ON 209 WAS BACKING UNDER THE BUCKET AT SHOVEL 11. NEITHER THE TRAINEE OR TRAINER HEARD A SHOVEL HORN, AND THE BUCKET TRIPPED DROPPING THE MUCK IN THE BED. THE TRAINEE WAS STILL BACKING UP, AND PUT THE TR",UCK IN NEUTRAL AND QUICKLY SET THE PARK BRAKE.,December,Arizona,Struck against moving object,2020,Operator,Not labeled,Unknown
200144,,Walking/running,Slip or fall of person (from an elevation or on the same level),15,EE WAS USING STAND STOP BY TANK 227. EE WAS USING A SHOVEL TO REMOVE A SMALL PIECE OF PIPE INSIDE OF TANK. EE TOOK STEP BACK FROM THE STAND AND TRIPPED WITH ANOTHER STEP BEHIND EE. EE LOST BALANCE AND FELL BACKWARDS ONTO RIGHT SIDE. LEFT BOOT MADE LE,G GO OTHER WAY.,January,Arizona,Fall down stairs,2020,Operator,Not labeled,Unknown
200144,S69,"Handling supplies or material, load and unload",Handling material,15,EMPLOYEE HANDLING BUNDLE OF MATERIAL LOST CONTROL AND WAS STRUCK BY BUNDLE IN LEFT LEG SHIN RESULTING IN LACERATION.,,January,Arizona,Struck by NEC,2020,Contractor,Not labeled,Unknown
